Age,Height,Weight,IQ,Ability to fight,Weapons?,Vehicles?,Food amount,Survival %
75,1.51,87.17,92,2,0,3,227.17,36.06
32,1.99,104.43,96,3,0,0,296.96,77.99
41,1.52,71.07,143,2,0,0,204.74,64.68
25,1.61,117.32,151,2,2,0,105.41,83.35
36,1.58,91.44,111,1,1,1,286.72,69.91
64,1.77,111.97,128,2,1,2,123.09,43.64
44,1.85,57.93,131,2,0,3,280.11,68.47
57,1.64,111.5,98,2,1,0,273.0,49.91
23,1.65,110.81,120,2,0,3,144.74,85.86
59,1.85,52.5,139,0,1,0,355.1,45.18
53,1.74,60.32,122,0,2,0,70.87,52.24
19,1.98,75.61,111,0,1,2,259.44,87.46
25,1.7,105.76,153,0,0,0,320.3,78.07
26,1.89,58.65,156,2,2,0,103.72,82.35
34,1.83,85.35,132,1,0,1,236.34,70.58
31,1.75,78.87,91,0,0,0,233.75,71.78
45,1.78,67.83,149,0,0,1,160.14,58.07
37,1.57,66.29,102,2,1,0,135.15,69.45
67,1.77,112.47,159,3,2,3,111.16,47.96
26,1.8,116.4,150,1,1,1,64.98,78.43
36,1.89,75.19,87,0,0,0,357.96,67.19
35,1.54,59.92,101,1,0,2,91.4,69.22
18,1.56,66.89,156,3,0,1,74.11,91.49
42,1.74,64.61,115,3,1,1,303.99,70.03
54,1.92,53.78,114,0,1,1,19.9,49.13
61,1.95,100.77,82,3,2,0,183.84,51.61
79,1.78,110.63,87,0,2,1,69.46,26.46
45,1.75,104.71,143,3,0,2,205.18,66.74
21,1.67,73.36,81,0,2,2,360.13,88.8
45,1.65,109.24,144,3,1,3,239.48,71.39
75,1.88,63.31,125,1,1,1,120.36,29.8
21,1.88,113.76,89,0,1,1,161.68,83.08
68,1.68,102.92,126,1,2,2,85.03,39.13
34,1.66,68.18,87,2,2,0,308.9,75.03
25,1.55,93.4,152,2,0,0,21.09,80.07
43,1.51,82.4,88,2,2,2,138.71,66.85
25,1.76,70.37,119,1,2,1,15.49,81.1
36,1.64,56.92,80,2,2,2,28.79,72.38
63,1.58,107.18,86,1,2,2,102.78,44.37
68,1.7,70.63,127,0,1,0,262.41,35.88
65,1.51,79.07,153,2,1,1,343.18,43.29
46,1.87,96.23,85,0,1,1,108.91,57.73
19,1.63,52.01,111,3,1,0,351.37,92.17
70,1.53,86.53,98,3,2,2,107.81,43.44
19,1.86,104.57,80,1,1,0,360.19,86.2
60,1.66,58.71,129,0,2,0,340.06,46.13
31,1.59,63.25,118,1,2,0,278.6,75.93
19,1.8,90.62,117,0,1,3,259.72,90.93
68,1.64,77.69,156,2,0,3,285.23,44.61
51,1.68,77.29,85,0,0,3,13.07,51.35
30,1.66,73.81,128,1,1,2,4.98,74.07
55,1.76,76.56,148,3,2,0,99.38,57.33
70,1.51,95.95,150,1,0,0,175.42,33.58
56,1.73,115.41,155,1,1,0,202.6,48.68
53,1.69,85.8,85,1,1,1,298.88,52.99
55,1.95,114.59,154,0,1,0,137.4,48.46
71,1.75,107.52,98,3,0,1,191.55,39.28
33,1.82,70.96,122,1,1,1,54.68,71.36
27,1.94,58.1,157,0,0,3,112.09,77.99
71,1.7,117.73,115,2,2,0,59.43,37.2
25,1.56,73.86,86,0,1,0,212.82,78.71
74,1.64,114.47,109,0,1,3,108.19,31.89
64,1.76,112.61,91,2,2,1,53.43,44.36
45,1.64,113.35,80,0,0,2,239.37,60.19
35,1.7,79.02,123,1,0,3,153.59,72.1
26,1.77,82.32,80,0,0,3,285.54,83.61
54,1.99,74.83,139,3,2,3,358.4,67.56
44,1.6,113.76,121,3,0,0,274.27,65.91
27,1.5,95.6,104,2,0,0,22.38,78.07
70,1.92,60.09,137,3,2,3,61.32,43.64
23,1.63,98.1,100,0,1,0,109.1,80.36
48,1.74,68.23,104,1,1,3,36.19,56.97
71,1.53,78.05,134,3,0,0,59.11,38.2
56,1.51,60.18,138,2,2,3,133.24,55.55
26,1.9,101.87,81,3,0,3,26.15,83.7
73,1.89,92.08,130,1,0,3,362.3,39.66
75,1.58,54.97,155,3,2,2,279.29,40.72
66,2.0,81.91,84,1,0,2,265.35,40.54
47,1.8,88.92,85,0,1,3,334.16,64.91
78,1.84,54.46,137,1,0,2,10.59,25.14
42,1.66,76.61,125,3,1,1,363.89,70.43
79,1.71,99.17,84,3,1,2,154.2,33.06
37,1.55,111.25,146,3,0,0,359.19,73.2
46,1.98,105.34,88,2,0,1,78.66,59.52
38,1.54,80.77,152,2,1,2,268.87,71.59
70,1.8,114.81,152,2,1,1,155.61,37.04
43,1.87,87.09,128,2,1,2,257.88,66.44
31,1.79,70.54,139,0,1,3,305.7,80.15
41,1.5,119.53,139,0,1,0,57.34,62.19
58,1.74,58.22,116,2,1,3,235.37,54.28
52,1.61,119.31,156,0,0,3,239.48,56.39
57,1.85,66.93,99,3,1,3,187.03,57.99
43,1.71,64.98,104,1,0,0,37.21,60.12
21,1.51,56.06,132,2,0,0,360.56,85.2
71,1.88,107.46,91,2,0,3,147.73,37.94
58,1.69,80.55,116,2,1,0,289.92,48.97
25,1.86,70.17,123,1,0,3,66.71,79.78
62,1.87,92.99,123,3,0,2,193.2,49.58
43,1.81,102.98,91,3,0,2,97.62,67.3
74,1.66,59.82,150,2,0,2,278.63,34.72
24,1.93,72.61,103,3,2,1,90.77,88.61
57,2.0,82.51,144,3,2,3,241.07,61.43
35,1.7,94.63,147,2,2,0,336.65,74.12
22,1.54,91.35,85,1,2,1,341.51,86.28
79,1.83,56.01,89,3,2,1,31.11,33.21
19,1.81,61.28,81,2,1,1,326.88,89.18
34,1.94,63.86,111,2,0,1,230.45,72.54
71,1.85,89.18,156,3,2,1,91.73,41.61
70,1.78,118.99,144,2,1,2,159.41,38.13
18,1.76,75.63,143,1,2,1,75.47,88.5
52,1.76,118.73,80,3,2,0,330.74,61.1
59,1.92,114.25,95,2,1,1,166.24,48.11
66,1.87,114.51,89,1,1,3,104.02,40.77
33,1.86,81.75,94,0,1,2,355.91,74.75
20,1.95,119.25,107,0,0,0,186.82,82.62
67,1.62,52.9,143,2,2,3,304.64,49.12
75,1.78,58.51,107,3,2,1,306.47,39.04
67,1.79,98.29,138,1,1,0,199.08,37.66
24,1.66,116.72,103,1,2,0,50.23,82.17
76,1.99,64.34,81,0,2,2,13.39,29.18
46,1.56,72.14,82,2,0,3,193.15,64.15
26,1.62,79.44,124,0,0,0,362.76,77.21
51,1.68,90.62,140,1,0,1,38.82,52.26
55,1.98,66.31,157,2,2,1,362.26,55.42
74,1.89,96.56,87,1,2,2,278.09,35.71
59,1.88,51.05,122,3,1,2,259.74,54.46
38,1.69,117.35,107,1,0,0,172.33,65.57
20,1.72,53.55,153,3,2,2,265.93,95.55
23,1.73,113.32,116,3,0,3,152.99,90.08
33,1.66,58.03,107,3,2,0,252.52,79.84
72,1.89,93.14,147,1,0,3,254.57,37.79
28,1.5,89.01,86,2,0,1,106.8,77.71
34,1.78,74.17,98,2,2,1,188.2,75.25
57,1.92,56.59,126,1,2,3,169.19,53.51
25,1.51,107.82,142,2,1,3,156.84,85.18
20,1.53,101.53,117,1,1,1,290.2,85.93
31,1.88,95.99,98,1,1,3,134.07,76.58
21,1.79,101.92,82,2,2,2,16.46,87.22
25,1.57,108.84,131,3,0,3,167.57,88.47
53,1.73,89.83,117,3,0,1,363.34,58.42
20,1.72,97.01,148,3,2,0,118.43,92.4
36,1.94,65.29,101,1,0,3,102.36,69.73
41,1.77,90.91,158,3,1,0,306.21,70.02
52,1.59,63.45,129,2,2,1,247.57,57.65
63,1.82,81.76,107,1,1,3,191.98,46.12
33,1.83,99.98,105,2,1,1,18.04,73.12
57,1.7,74.65,109,1,0,3,226.07,52.03
33,1.54,72.18,113,1,1,1,214.37,72.43
23,1.53,110.35,159,1,2,3,146.55,86.91
26,1.91,113.13,104,3,2,3,3.28,86.09
29,1.71,54.3,156,2,1,1,262.63,78.75
63,1.61,73.0,92,3,1,3,362.61,56.67
74,1.65,76.38,85,2,2,2,327.49,38.37
32,1.92,52.82,105,3,1,3,228.82,84.1
62,1.72,105.62,132,1,2,2,360.76,48.81
35,1.97,55.85,129,2,1,2,189.79,73.53
52,1.97,89.62,139,0,0,1,338.72,52.26
32,1.98,89.71,156,2,0,1,293.38,74.96
55,1.8,53.21,91,2,2,2,38.84,53.52
67,1.56,80.5,130,1,1,0,306.76,38.02
19,1.77,96.98,153,0,0,1,68.58,83.46
59,1.94,69.02,153,2,0,2,147.12,47.96
73,1.94,119.21,128,2,0,1,328.18,34.19
42,1.93,104.0,120,2,2,2,29.9,66.4
64,1.59,75.1,136,1,2,0,245.56,42.82
33,2.0,60.42,94,0,1,3,26.35,70.7
35,1.89,78.61,111,0,0,1,152.11,68.01
56,1.85,63.82,93,2,1,0,178.53,50.6
18,1.57,89.76,148,2,0,3,211.5,92.64
72,1.77,111.02,101,1,1,2,134.6,33.79
54,1.56,117.5,149,1,2,3,206.6,57.51
25,1.87,75.9,142,2,2,2,204.77,85.73
76,1.68,72.96,85,1,1,0,85.2,28.28
21,1.96,56.95,80,3,0,3,86.58,90.31
64,1.97,79.36,146,1,1,3,230.51,46.15
57,1.56,96.4,140,2,0,2,222.85,50.97
49,1.67,88.2,112,1,0,3,251.09,60.7
64,1.85,106.49,149,2,1,1,215.1,43.43
21,1.74,56.74,116,1,2,1,150.41,86.0
49,1.53,101.39,108,2,2,2,295.28,62.94
77,1.73,115.32,85,2,1,0,183.27,29.61
67,1.95,97.51,108,0,0,2,22.6,35.3
78,1.58,116.84,145,0,2,2,33.19,27.44
59,1.61,73.87,109,1,0,1,140.79,44.94
21,1.51,100.65,96,0,2,0,185.12,84.62
48,1.71,105.73,111,2,0,2,280.1,60.73
66,1.69,70.65,147,2,1,0,158.45,40.53
53,1.57,103.71,139,0,1,2,349.9,54.67
25,1.82,105.72,101,0,0,2,133.32,78.78
45,1.65,116.58,93,0,1,2,23.26,58.31
34,1.67,113.27,142,3,1,0,258.75,76.86
26,1.61,59.35,150,0,2,2,349.77,83.66
19,1.97,113.82,111,0,2,1,310.74,88.07
26,1.86,96.18,84,0,2,2,119.4,80.59
65,1.93,75.32,80,1,1,2,210.15,41.8
78,1.88,64.45,90,2,1,1,74.65,28.5
18,1.52,50.88,145,2,2,2,246.6,93.29
22,1.82,54.64,138,3,0,2,333.53,91.45
37,1.95,50.24,126,1,0,2,203.74,68.72
72,1.98,102.36,82,2,2,1,277.52,37.85
42,1.97,92.83,114,2,1,1,127.72,64.85
31,1.75,99.14,107,1,1,2,66.79,73.89
36,1.74,60.38,156,2,0,2,89.06,70.19
65,1.82,70.88,122,3,0,1,25.02,44.17
61,1.61,87.3,109,0,2,3,297.56,51.94
56,1.56,81.18,155,1,1,2,122.38,49.63
60,1.87,58.79,134,2,0,1,346.78,47.31
28,1.69,102.22,157,0,1,0,173.28,75.58
31,1.54,97.64,121,0,0,1,186.84,72.25
48,1.86,96.94,89,2,0,1,51.32,57.34
79,1.5,100.33,120,1,1,1,32.8,25.22
76,1.72,50.81,121,3,2,1,283.06,37.89
44,1.58,64.81,114,1,0,3,151.89,63.05
47,1.78,85.95,83,1,1,1,212.22,58.41
56,1.55,78.7,127,1,0,1,112.3,47.75
23,1.53,77.41,157,0,0,3,286.45,86.64
55,1.88,83.06,142,3,0,0,74.4,54.25
32,1.82,65.39,103,3,1,3,219.7,83.86
37,1.95,50.87,86,1,1,1,220.72,68.47
43,1.79,73.17,144,2,2,3,35.21,65.94
24,1.96,75.53,100,3,1,3,214.32,91.72
30,1.54,81.99,80,2,2,3,140.51,81.75
78,1.95,101.28,106,0,1,3,292.47,32.8
40,1.59,113.08,101,0,0,0,231.53,62.77
42,1.93,109.72,135,2,0,1,28.07,63.19
73,1.95,115.58,126,3,1,0,231.13,37.77
35,1.79,71.65,157,0,2,2,360.88,74.81
40,1.58,92.05,104,1,1,1,56.05,64.37
33,1.93,51.0,87,1,1,1,275.75,72.84
45,1.77,63.3,146,3,1,1,186.59,66.24
30,1.55,102.93,134,0,0,1,170.07,73.13
50,1.81,93.87,122,2,0,2,9.88,55.13
79,1.74,58.42,148,3,0,1,344.29,32.3
30,1.81,115.82,121,0,0,1,183.61,73.22
21,1.53,80.68,144,3,1,1,353.66,91.36
22,1.92,71.23,122,2,1,0,361.06,85.2
32,1.98,72.73,142,0,2,2,282.47,76.77
25,1.67,56.89,154,3,2,3,211.95,92.65
26,1.67,58.21,133,3,1,0,31.94,84.11
39,1.65,89.01,144,2,1,2,344.9,71.6
51,1.7,70.42,96,1,1,2,350.61,57.68
57,1.72,75.01,124,1,2,1,76.71,49.51
77,1.84,96.57,107,0,2,3,289.04,35.71
37,1.98,55.45,100,1,1,0,237.83,67.79
19,1.82,54.01,132,2,2,2,282.88,92.77
27,1.99,63.27,88,2,1,0,184.81,79.62
65,1.6,57.66,84,3,0,3,11.71,44.31
31,1.93,71.23,107,2,0,2,292.99,77.91
44,1.95,111.49,132,3,2,2,322.04,72.29
67,1.56,75.34,100,3,0,2,349.33,46.66
34,1.59,109.86,159,3,0,1,232.59,76.55
50,1.51,77.67,132,2,0,3,196.35,60.24
77,1.6,108.93,136,0,0,0,208.85,25.7
27,1.56,67.35,109,1,2,1,95.81,79.64
71,1.71,67.23,129,3,1,1,264.38,40.76
33,1.66,64.82,140,1,1,0,273.84,71.91
78,1.86,79.83,118,1,1,2,185.77,28.48
29,1.64,72.47,111,2,2,3,277.69,86.41
44,1.5,82.07,100,3,2,0,364.12,69.21
20,1.61,105.52,92,0,1,3,78.8,85.1
50,1.76,107.36,109,3,0,2,104.18,60.39
73,1.99,91.02,137,2,2,0,19.94,35.07
27,1.62,91.26,92,3,0,2,225.28,85.0
37,1.71,87.82,83,0,1,0,311.21,67.04
77,1.79,68.94,102,0,1,1,300.4,28.0
32,1.8,58.27,104,2,2,0,69.3,76.23
34,1.87,91.97,118,1,2,1,277.18,73.85
61,1.62,67.8,153,2,2,0,82.22,47.27
21,1.7,92.36,156,0,1,2,154.6,84.06
58,1.74,96.06,83,0,2,3,316.98,55.45
19,1.86,93.06,107,1,2,2,156.34,89.08
44,1.9,62.0,110,1,2,0,102.33,62.34
60,1.56,107.31,132,1,1,1,346.86,46.31
47,1.77,109.85,153,2,2,0,134.89,61.45
59,1.57,87.0,95,0,1,2,322.09,48.29
19,1.85,71.03,141,2,1,1,89.18,87.6
35,1.96,84.59,143,0,0,0,107.73,67.36
76,1.69,65.49,93,0,1,0,171.67,27.57
60,1.59,117.54,133,1,2,3,288.63,53.7
74,1.63,68.62,104,2,1,1,204.1,33.36
50,1.94,115.52,138,2,2,1,271.56,59.81
67,1.9,72.99,98,0,2,2,145.19,39.94
77,1.82,95.15,144,3,0,1,32.69,32.22
47,1.98,80.37,158,0,1,0,200.5,56.67
38,1.6,88.17,84,0,0,1,354.66,66.36
38,1.97,83.99,137,0,0,3,120.16,67.2
65,1.72,114.04,104,2,2,0,15.78,43.05
71,1.83,74.84,153,1,2,1,281.64,36.88
72,1.83,81.39,119,1,2,2,247.6,37.3
21,1.69,109.13,152,1,0,0,130.0,82.43
72,1.97,81.24,93,2,2,1,267.44,37.78
74,1.79,56.38,137,3,0,3,69.11,36.84
71,1.94,62.4,136,0,0,3,297.27,38.93
36,1.96,97.34,109,1,2,3,142.86,73.81
21,1.59,63.85,157,1,1,2,14.47,83.19
23,1.76,62.55,152,1,0,3,134.32,83.58
25,1.58,73.97,95,1,2,1,354.62,83.36
54,1.98,55.1,149,2,1,3,290.72,59.75
53,1.98,84.25,141,3,0,2,265.32,59.54
71,1.59,98.06,145,2,2,1,126.09,37.84
70,1.82,55.74,101,1,0,2,76.19,34.02
72,1.58,78.64,124,3,1,3,60.12,39.6
58,1.93,92.68,112,1,0,2,57.52,45.77
79,1.78,73.92,155,2,1,2,329.38,31.39
27,1.92,50.33,153,0,2,2,279.99,81.73
46,1.75,75.04,157,1,0,1,9.96,57.07
34,1.7,97.15,87,3,1,2,115.68,77.54
79,1.52,62.81,141,0,2,0,274.53,26.92
46,1.73,59.46,155,3,0,1,110.61,63.74
26,1.86,60.95,117,3,1,0,158.54,84.53
47,1.66,104.82,86,1,0,3,115.46,59.08
32,1.82,78.32,158,3,1,3,111.93,80.99
69,1.76,55.52,89,2,1,3,200.74,42.35
54,1.57,57.21,129,1,0,2,237.92,52.17
58,1.65,86.02,125,3,2,0,18.71,54.06
36,1.56,111.34,136,1,1,2,310.85,72.14
44,1.62,55.12,105,3,0,1,77.61,65.52
47,1.77,115.86,104,0,0,2,157.53,57.1
54,1.56,72.15,118,2,0,1,335.71,53.24
43,1.85,115.44,105,3,2,2,277.25,72.7
41,1.5,117.56,152,0,2,1,64.37,64.43
43,2.0,109.68,85,0,2,0,34.63,62.12
18,1.95,76.28,154,1,0,0,140.97,85.47
42,1.79,50.44,133,0,2,3,285.01,70.6
71,1.99,56.97,142,1,2,0,196.27,35.66
46,1.72,61.94,122,1,0,3,162.09,61.32
57,1.69,54.86,103,1,1,3,111.71,49.98
77,1.62,75.91,140,3,0,1,276.01,33.84
40,1.83,64.16,123,1,2,1,298.81,67.99
29,1.74,83.1,118,1,1,2,181.82,77.42
19,1.9,96.0,109,3,2,3,65.14,94.74
26,1.65,73.4,126,3,2,1,342.1,88.28
60,1.94,68.35,138,0,1,0,38.55,43.13
56,1.74,117.33,93,2,0,0,202.73,49.68
33,1.77,86.4,144,1,1,0,163.92,71.55
45,1.6,51.32,83,0,0,3,284.92,64.6
66,1.96,65.16,123,0,2,0,196.76,39.66
59,1.66,108.95,122,2,2,3,304.36,57.12
62,1.93,98.66,131,3,0,0,5.62,47.02
27,1.92,63.24,150,1,2,3,92.85,81.48
59,1.5,63.7,110,0,2,0,266.56,46.89
51,1.56,103.13,152,0,1,0,260.11,52.87
76,1.54,92.0,122,2,2,2,98.66,33.32
64,1.67,79.5,90,2,0,2,69.48,41.93
55,1.79,103.12,116,0,2,2,4.39,50.06
41,1.8,78.53,147,2,0,0,145.5,64.49
42,1.57,117.43,111,0,2,3,28.06,63.75
26,1.7,51.19,127,2,2,3,170.01,86.53
47,1.59,71.96,138,1,2,1,350.46,61.34
35,1.97,82.18,154,1,0,1,154.96,69.03
64,1.54,112.04,101,1,1,3,140.07,43.74
53,1.59,66.41,114,1,2,1,234.99,54.57
44,1.5,77.7,119,3,1,1,290.74,67.94
62,1.93,92.25,130,3,0,3,81.89,49.18
27,1.55,82.83,110,2,2,2,186.78,83.49
67,1.64,63.11,83,1,0,0,49.13,36.16
49,1.88,93.02,146,0,2,1,45.26,56.3
31,1.55,97.92,82,1,0,2,75.03,73.0
41,1.72,88.22,139,0,0,2,23.44,61.31
26,1.85,59.36,159,0,0,1,22.91,76.15
72,1.64,100.61,88,1,0,2,86.44,32.15
49,1.93,78.42,123,3,2,2,59.63,63.8
56,1.89,82.47,90,3,1,3,142.59,57.8
78,1.98,60.81,91,3,1,1,93.25,32.62
30,1.72,65.8,126,3,1,0,152.84,80.51
69,1.65,81.11,137,2,1,0,343.44,38.15
74,1.59,55.72,80,1,2,3,350.12,41.34
72,1.64,50.24,144,3,2,3,25.99,40.69
75,1.71,58.09,135,0,2,0,76.25,30.25
43,1.71,76.2,119,3,0,0,250.98,66.84
49,1.59,88.32,85,2,0,2,22.54,56.3
34,1.63,97.48,136,2,2,1,20.87,74.14
64,1.84,81.67,110,1,2,1,84.9,42.57
45,1.9,94.26,138,1,1,0,341.63,60.14
55,1.68,91.51,100,3,0,1,130.97,54.87
32,1.82,56.14,120,1,0,1,59.15,71.4
55,1.75,109.74,145,3,2,0,184.59,57.62
50,1.78,69.57,108,1,2,3,110.81,58.96
71,1.91,118.3,158,1,1,2,40.75,33.54
23,1.59,84.78,99,2,0,2,364.77,86.86
19,1.64,101.17,106,2,2,0,108.23,89.36
27,1.93,105.91,105,0,1,1,254.83,77.7
73,1.67,90.0,103,1,0,2,353.37,34.71
58,1.83,67.76,99,0,2,1,6.1,47.04
42,1.73,101.11,139,1,1,2,232.73,65.1
69,1.95,99.37,128,2,0,2,25.31,36.34
26,1.57,71.38,137,1,0,1,175.38,78.17
36,1.93,101.74,135,3,1,2,227.29,77.03
63,1.89,57.97,134,3,1,0,7.45,47.03
39,1.76,86.77,126,1,0,0,158.69,64.53
59,1.81,50.18,98,3,2,2,195.41,55.61
24,1.55,77.5,159,3,1,2,273.37,89.65
49,1.81,81.04,113,3,0,0,55.17,60.18
27,1.6,113.34,115,0,2,1,26.8,78.18
28,1.98,53.84,139,1,1,2,85.51,77.14
22,1.6,108.25,83,0,0,1,240.67,81.6
59,1.59,67.54,151,2,2,1,246.39,50.64
59,1.72,65.55,126,2,1,1,101.82,47.68
61,1.89,81.24,115,3,2,3,16.75,51.45
79,1.5,58.3,132,0,2,0,238.07,26.79
39,1.55,104.49,92,1,2,2,206.87,69.76
48,1.87,68.7,94,1,2,2,22.02,58.29
19,1.77,108.52,87,1,2,3,29.3,87.78
32,1.74,117.29,114,3,0,2,364.85,81.86
60,1.57,102.54,84,3,0,1,208.73,50.39
79,1.81,91.38,129,0,2,1,331.39,28.21
18,1.99,50.39,110,2,2,1,43.07,90.29
34,1.91,78.43,98,3,1,1,362.48,78.42
29,1.66,114.26,88,0,2,3,348.28,85.29
51,1.66,78.26,95,3,2,2,311.01,65.15
22,1.93,104.31,111,0,1,1,59.08,81.39
55,1.93,85.99,127,0,1,1,48.57,48.32
72,1.77,118.18,88,3,0,2,70.62,37.94
37,1.83,88.68,90,1,0,0,338.8,67.13
24,1.96,101.78,122,0,2,3,42.83,82.14
49,1.94,81.63,101,2,1,3,271.33,64.24
54,1.93,116.73,97,1,0,2,311.08,53.15
38,1.82,52.82,137,3,2,1,0.94,74.01
70,1.64,89.99,104,1,1,2,275.68,37.68
74,1.86,116.86,153,0,2,3,7.13,31.19
53,1.69,99.11,131,3,0,1,353.88,58.36
40,1.8,105.21,109,0,1,1,348.91,65.33
78,1.51,60.25,145,1,1,0,279.15,26.93
76,1.9,114.43,128,3,2,2,345.43,40.61
18,1.56,100.69,93,1,0,1,71.87,85.48
26,1.97,87.88,104,0,2,0,345.26,80.15
33,1.94,80.63,158,0,1,0,84.81,70.28
54,1.57,72.37,115,3,1,1,79.91,56.53
47,1.66,82.12,119,1,1,3,133.99,60.57
20,1.81,115.14,93,3,2,0,21.83,92.07
37,1.69,107.05,89,2,2,0,258.63,71.86
69,1.94,107.87,112,2,2,3,358.85,48.57
63,1.71,88.01,149,2,1,0,26.59,43.09
48,1.98,69.0,134,2,2,3,54.17,61.45
52,1.93,111.66,91,1,0,1,314.13,53.09
48,1.57,81.7,137,3,1,3,327.2,70.73
58,1.6,50.46,158,3,0,0,3.35,51.01
79,1.55,67.62,145,0,2,2,314.8,30.2
61,1.61,100.39,156,3,1,0,267.76,49.89
58,1.53,107.91,89,2,2,3,195.49,55.21
70,1.77,79.53,129,2,2,3,364.79,47.73
22,1.87,99.49,133,0,0,3,22.67,80.6
71,1.96,112.49,129,2,1,1,58.87,35.39
74,1.88,91.23,135,0,1,3,81.48,31.17
39,1.88,88.93,144,1,0,3,239.16,70.38
69,1.58,68.6,132,1,1,3,213.58,40.7
71,1.81,119.39,119,2,1,3,328.63,43.76
45,1.81,68.55,91,3,0,2,326.81,68.36
46,1.64,82.79,95,0,1,1,5.56,57.04
76,1.87,66.94,125,0,1,3,278.86,34.44
20,1.84,111.89,86,3,2,1,61.48,92.41
18,1.51,113.6,125,1,0,1,148.3,85.99
29,1.83,90.49,97,2,1,2,330.05,81.4
41,1.79,91.47,144,2,2,1,215.42,68.44
70,1.83,68.68,155,0,1,3,264.94,40.07
44,1.84,85.61,96,2,0,3,275.34,68.34
40,1.93,78.88,86,2,2,0,262.3,68.87
22,1.75,71.32,105,0,0,2,289.81,83.86
18,1.96,55.0,115,1,0,3,298.44,92.96
36,1.84,106.93,81,2,0,2,51.08,69.68
71,2.0,76.57,85,2,2,2,96.62,38.29
70,1.77,98.14,136,0,0,1,32.71,32.22
67,1.66,114.17,158,2,1,1,233.66,40.56
64,1.66,119.62,107,1,0,1,3.37,39.02
58,1.9,83.31,159,0,2,0,128.68,47.43
24,1.94,111.25,91,3,2,3,194.2,93.18
46,1.87,113.81,111,1,0,0,301.03,58.0
65,1.62,76.65,108,3,1,0,117.58,45.39
28,1.54,69.85,153,0,2,3,312.12,85.32
60,1.5,106.94,146,2,2,2,273.34,51.64
35,1.6,118.75,88,0,2,0,332.74,71.11
49,1.56,54.69,116,1,0,3,192.48,59.13
79,1.77,94.6,104,0,1,0,82.55,24.28
73,1.85,110.34,93,2,2,0,7.12,35.02
54,1.93,85.13,149,3,2,3,128.44,61.43
57,1.77,109.29,153,2,2,2,303.73,55.05
62,1.89,60.04,146,3,1,2,41.12,48.55
72,1.53,75.73,139,2,0,1,318.64,35.12
77,1.72,104.73,104,1,0,2,299.86,30.0
51,1.64,87.3,114,0,1,3,360.82,61.62
19,1.75,75.49,117,0,0,1,285.25,84.9
64,1.57,104.58,128,2,1,0,328.01,43.09
30,1.85,101.35,150,2,1,3,235.31,82.28
57,1.62,82.47,157,0,1,1,59.35,46.4
30,1.94,82.07,147,1,2,1,227.0,77.51
29,1.58,92.0,99,2,2,1,332.21,81.21
30,1.65,105.45,148,3,2,0,23.21,82.08
33,1.69,93.78,102,1,2,2,60.89,73.81
21,1.82,114.88,141,0,1,1,214.18,83.43
34,1.83,90.18,136,2,1,0,165.61,72.55
72,1.99,61.54,84,1,1,2,349.01,36.65
35,1.75,108.82,143,3,2,0,19.99,77.07
43,1.97,74.2,149,3,0,1,334.85,68.23
65,1.56,100.95,122,1,1,2,111.54,40.49
51,1.99,69.91,136,0,0,1,29.69,51.2
57,1.54,105.41,106,1,2,2,191.38,51.55
74,1.98,95.54,104,0,0,1,95.23,28.64
38,1.81,96.26,128,1,0,0,24.7,65.08
73,1.96,100.68,135,3,0,0,271.73,36.91
20,1.86,88.72,116,2,2,2,180.83,90.41
49,1.71,90.75,147,0,2,2,205.65,58.74
44,1.95,113.86,151,2,0,1,358.13,63.39
77,1.73,67.69,81,0,0,2,265.45,28.54
37,1.56,53.79,151,3,1,1,117.9,73.79
31,1.71,93.04,108,2,0,1,333.95,76.23
28,1.54,52.56,112,0,1,2,128.12,76.71
27,1.75,77.34,112,2,0,3,235.15,84.27
35,1.88,56.27,114,0,1,0,108.53,68.36
63,1.61,84.32,134,2,2,3,294.62,52.86
32,1.81,72.89,157,2,2,2,315.95,80.21
27,1.64,80.55,99,3,2,2,6.28,85.08
70,1.84,112.07,86,0,1,1,210.16,34.4
54,1.88,56.72,140,3,1,3,188.57,61.03
51,1.91,59.63,116,2,1,0,105.25,55.35
24,1.59,97.92,156,0,0,0,93.61,78.31
28,1.55,52.18,107,0,2,3,270.99,84.23
31,1.9,56.15,117,1,2,3,228.69,81.1
75,1.97,108.09,156,3,1,2,305.87,39.08
76,1.73,72.26,159,3,0,1,188.22,34.26
34,1.7,108.68,124,0,1,2,233.84,72.12
47,1.7,115.23,153,0,2,2,361.34,62.82
75,1.96,113.56,97,2,2,3,151.87,37.05
67,1.69,118.76,111,3,2,2,330.66,49.41
60,1.81,54.62,125,1,1,0,211.74,44.71
25,1.97,105.87,100,3,2,1,45.54,87.3
38,1.71,79.05,159,0,2,2,201.77,69.69
55,1.98,71.91,152,1,2,3,38.43,52.03
39,1.53,82.39,130,2,2,1,194.4,70.3
53,1.82,97.23,156,2,0,1,301.22,54.01
72,1.61,105.92,134,0,0,2,255.67,33.41
72,1.73,67.14,89,0,2,0,358.18,34.19
49,1.84,71.18,107,2,0,3,18.49,56.49
49,1.59,55.94,104,2,0,0,118.62,56.4
36,1.69,84.18,103,2,0,0,201.0,69.67
76,1.86,119.34,145,0,1,1,130.35,27.87
60,1.77,99.68,154,0,0,3,216.8,47.78
